n00000	MA==
n02608	LTB4NzYuMDdhOTY4MzZmOTNhYTc3NmI1NjUxNHA5OA==
n02609	LTB4OTE2ZjQuNHAtNTQ=
n02610	LTB4ZS42Yjg1Yzc0cDEyOQ==
n02611	LTB4YjkyOGZjOGY5MTQ1ZTJhZjZkZmMzMC4zYmNkYmNjMHAtOTY=
n02612	MHgxZjM0NmNmODk2ZTA1MDk5YjUuNzU0Y2JkMTQzOTRjZXA4NQ==
n02613	LTB4Yi5kcC0yMTM=
n02614	MHg4ZWNlNi5hNTYwZmRmOGY2ODQ5NDNiZjExMTlwNDI=
n02615	LTB4My45NjMwZDc2cC0zMQ==
n02616	LTB4Yzk3YjkzZDJmM2I3Zi5iMjRkMmNkcDIz
n02617	LTB4OTJjMjU2N2VjZmJlZGQ3MzgucC0xMDI=
n02618	MHg2Ni42ZmQ3NjNhNWIxYTE5NHAtMjUw
n02619	LTB4ZDliMGNhNzZhYjUuOGJmM2FmMjAwYjM3Yjc3ZjkxZmQ4cC0yMjc=
n02620	MHgzODJiMzU2Zjk3OGQ1YWJmMjI2ZmU2YzBmOTFlLmZjNmJwMTQw
n02621	LTB4LjFmcC0xMjA=
n02622	LTB4MThmMjI4YWE5ZTYyNDE4YTA0YWYxN2RhMWE3YTlhNC5wLTEwMA==
n02623	MHg1MmVlZGI1OTg4YWUuZjU1ZTVwLTIxOA==
n02624	LTB4NmVhNmY1M2E1OTJmLjJiNzZlNGVjYTA2NmVjYjVwLTg2
n02625	MHg1MjRkYzM1YjBhYmExMjRlODIxMmFlOC40MDQ1ZXAtMjI4
n02626	LTB4MzQ4Mi4xMnAtMjU=
n02627	LTB4LmVlZDRwLTI1Nw==
n02628	LTB4MDdmM2QuNzAyZjQ1Njg3Yzg3OTg0NTE1ZGFlM2JiZDRwMTQ=
n02629	LTB4NTc0MmMwY2E0NGM0Y2Y1Ljk1M2I5ZTY1YTUyYWRwLTU=
n02630	LTB4YjY0MDgzMWIuZDRmODBlcDkw
n02631	LTB4Yy4yMGY2MWFkYzFicDg=
n02632	MHg5NDE0ZmMyZTJhZjMuMTQxcC00
n02633	LTB4M2MuOGM3MDAzMTVjODMxMWM1cC0xNTQ=
n02634	MHg2MTc0MTg0OTBhYjU0ODI1MDk0ZmIwM2NhODcuNnAtNTY=
n02635	LTB4MTY2MTE3ZGRlYmJhY2M4NzcuNzY4NWNiOTkxMGQ4cDY5
n02636	MHg0NWYxNzA2NGRkZGUwYjJjNi44ZDY1ZmU4YTg0MHAtNzE=
n02637	MHhhYThlYjExZDQyMjk1Yy5mcDk1
n02638	MHgyOWJmNDVjZDk1YzY2MmM1NWQ0NjkuYzI3MGZwNzY=
n02639	LTB4ZDM5NS5mZGQ0MTE3MTJiMDhhYTVwLTY5
n02640	LTB4Mjk5MmRkNWU5OTkyYzM3ODBhMTgzLjE4NTQ2cC0xNDI=
n02641	MHguNDJhYWJmNjdkOGE3YmFkZDQ0MnAtMzI=
n02642	LTB4Yi5mOTFmcDE1Mg==
n02643	MHgyODQ5YjcyYjZlZGYuODM4MjM3cDE1Mw==
n02644	MHg3ODQwYjk0YzFhNDQzZjgzLmNjZDU2YzEzM2I4ZDg4M2JwNg==
n02645	MHg5NTRlZjQzYTMyYzdhMmYucDQ0
n02646	LTB4OWY5OThkLjIwNTJwLTE4Nw==
n02647	LTB4YzA1ZmQzY2MuMDg1Y2FwLTUw
n02648	LTB4MDFlYzU3OWE4LmQzNzMzMDI5OXAtMTkw
n02649	MHhjNi5hM3AxMDA=
n02650	MHg5NWQ3ODI3MTQuMTRkMGY3YzY2NXAxNTc=
n02651	LTB4LmEyNmMwOWRiNnA0NQ==
n02652	LTB4Ljg5YTEzMXAxNTI=
n02653	MHgwOWUyMDMyMzk5LjI5ZjgxM2ZkYjRhMmI4NHAtMjk=
n02654	LTB4NDU4MjY5NTZmMzZlOThhLmM3ZWM5ZGNwLTExMA==
n02655	LTB4NjU0YTk2MGM1ZTAyLmZiNzJhNDhhcDE1OQ==
n02656	LTB4ZjU3Ni4zODdmNHAtMTcx
n02657	MHg3MjRkNC42ZHAzMg==
n02658	LTB4Ni40cDM3
n02659	MHg2Y2U3MDhhMDlmZjcuNXAtMzI=
n02660	MHhhZWJhN2UuM2FwMTk=
n02661	LTB4YS5kZWI4YjI2ZWY2NTEwNjJhOTMwNDg3NXAtMjU1
n02662	MHhmYzg4MDNmLjA3ZGVwNDc=
n02663	LTB4ZWYxY2YzYjIwOGFhYS41NjdmNmE1YXAxMzU=
n02664	LTB4NDQ5NDU3Ljc3ZXAtMjMw
n02665	LTB4ZTI4OGEyYjdmMDc1N2M2YjkzYzE5MmEuZTRhYWVwLTI1OQ==
n02666	MHg3LmFwLTE2Mw==
n02667	MHhlNzZiYjc1ODMuZjRiNHAtMjA5
n02668	LTB4ZWJlM2Y3My4xZTQ5YjgzMGMzYzRmMWMxNDAyZTBhZTFwMTI2
n02669	LTB4NjM3ZjcuMDg1cC0xMDY=
n02670	MHguOTYwYmMzZDIyZDI4MDkyY3AtMjc1
n02671	MHhkOGY1ZWUxYTQ5YjVhLmNwNTU=
n02672	LTB4MWMyNS5wLTI0OA==
n02673	MHguOThlYWM2MGI1MjNmYXAtMTg3
n02674	LTB4NWUyMS5lNTA0YjZwNw==
n02675	LTB4OGNmNDAxMzIuYzhkZWIzYWExYjE1MjFkZjE5ZmIzM2NwLTIzNw==
n02676	MHguNXAxMjk=
n02677	LTB4LjQ5Y3AxNDk=
n02678	LTB4MjlkNTk4NWU2NGQxNGZlLjBlMGRwMTY=
n02679	LTB4NTk5YzYyNDg0OS5lMzQ4M2M3YjEwOTNkcC0xMTc=
n02680	MHhhLmM2YjNhZTAxYTc1OXA5OA==
n02681	LTB4MWMwMTAuNDk5N2I5OGQzZjM5ODM4N2JlMDE5ODkwNHAtMTcz
n02682	MHg3ODI2YjU3ZTliLmUxYmFkODRwLTI2Nw==
n02683	MHgzMzkxMi42ZDI4cC05Mw==
n02684	LTB4OGU3N2I1NjVmMWNmNTJiYTRiZDJlNy5iZmI2NmFwODU=
n02685	MHguM3AtMTE3
n02686	LTB4YTRmMzM3MTBlYTA0ZjU3YTQ1NmU4MDZhMC5hYzBicDk2
n02687	LTB4NS4wNjllcC0yMDQ=
n02688	LTB4ZTJiMTg1OTU2MzFhYzlhOWQ2YTRhLjU0NGVwLTI2OQ==
n02689	MHguNTY2cC03OQ==
n02690	LTB4OWRhMTI4LjY3OTFlNzk5MjZlN2FmcC05MQ==
n02691	LTB4NDE3ZDNlOGM3ZjY3LmM1cDc3
n02692	MHhjLjY0YjBkNmJmcDE1MQ==
n02693	LTB4OGU1ZGNjNWE4ZjgwYTliMzBkLjI0N2FmZXAtMjc1
n02694	MHgzYjliMWI3YmUyYi5jM2MzMjVkcC0yNzc=
n02695	LTB4Y2VlOWVjNDY2N2IyMGQ0YzkyLmY4MDY1ZWNwLTM1
n02696	MHg0Zi5jYmMwOTJhMGE2NzYzMDVhMjVwLTE1Ng==
n02697	LTB4OTc3OWQwY2VlMzFlMzViMTQucC0yNzc=
n02698	MHg2ZmFiNDViYWNkM2ZlLmYzM2Y2NzAxNDFlYmVwLTM0
n02699	LTB4OWE3ZDUyZC4yN2YwYzVwMTM4
n02700	LTB4NTAuNjlmNjQyY3AtMjQx
n02701	MHguNmE1ODJlMmY5YWQ1cC0xNzI=
n02702	MHg1NDUzYS44Mzk4MzFiNGQ1YWY3Mjg1NTY0OXAtODM=
n02703	MHg5LnAtMTU4
n02704	LTB4NWI1NmY3YzYyMzQyZGIuZjNlcDE0NA==
n02705	MHg4NjE0YTNmNy44cDEw
n02706	MHg0LjZjMGY1OGQ4MjQ5YmU5cC00NQ==
n02707	LTB4YWJhMzQzNWRlZDhmYjE3LjUxNmFkcC0yNDE=
n02708	MHhmZC5wLTEzNA==
n02709	MHhjNGMzNWVjYi40ZGQ3cDIz
n02710	LTB4LjBjMWFjYzk0cC0xMTg=
n02711	MHhmOWQ2ZTZkOTNmNmIwNWI2LmMyMWZwLTEyNw==
n02712	LTB4ZjI0MDI4ZTk1ODA4M2YwNmU0NTdiMTNkNTk4Zi5iZjQzcC0yMzQ=
n02713	LTB4ZTUzNzMxZDcuMDkzMDgycDQ0
n02714	LTB4MDFlOGRiLjJwLTEwMw==
n02715	LTB4ZGMuM2MxcC0yMDI=
n02716	MHhjLjg4ZTVhcDE1Nw==
n02717	MHhlLmE2M2YyMDgxMTdmMDViYWI5ZGVjMzg3ZjZjYTVwLTE4NA==
n02718	MHg0YTNiYTA2ZmM1NjU2NDY2MC5iNzVjODJwLTEzNg==
n02719	MHg4NWYyODBjZmI3M2MyZWE1OC42YjYycDExNg==
n02720	MHg5MjdhZGY3LjZjY2E2ZjRhcC0yNzQ=
n02721	LTB4NDQ4YTRmYzU4YjgwMzQ5OGJkOGQyYi5hNmQycC0yNjE=
n02722	LTg2MjU5NjA1MTY1Nw==
n02723	LTUzMjA3MDA0NjI2Nw==
n02724	MjI0MDEyNDE3NjFlMg==
n02725	LTc4MjMyMTI0MDQzNWUy
n02726	LTczNDU0OTQ5NTUyMWUy
n02727	LTI1NjAxODExMzg4OWUy
n02728	LTEwMTE4OTkwMDc1NDI=
n02729	NjM5Nzg1NzgzODkzZTI=
n02730	LTY4MzI3NjM1MDQ4OQ==
n02731	NjIzNDg5MDMwMDgzZTI=
n02732	MjU2NTM5Njk3OTIuNQ==
n02733	NDQ2MTI0MjQxNDMz
n02734	LTU4NzIxMDAxMDAxMS41
n02735	NjQxODEwODg1NDUx
n02736	LTMzMjAwOTU3NzY2My41
n02737	LTg4NTk0MzU3NjQ4MWUy
n02738	LTU2MDk3OTAxOTMwNg==
n02739	ODIyODEwMzU1NzU4anVuaw==
n02740	LTUwMjc0NTQ0NzA3My41
n02741	LTExMzgzNTM0ODQyN2p1bms=
n02742	LTg0NzA5OTc2Mjc2Mw==
n02743	NDAxNjE2MTg0NjM2ZTI=
n02744	NjU3MjM0MDg5ODk4LjU=
n02745	LTUzMjYwODAyNDY0OWp1bms=
n02746	LTgxMTcxNTcxMzMyMQ==
n02747	LTY0MDAyNzM2ODYxOGp1bms=
n02748	LTQyNjIxMTE2MzIw
n02749	LTk2OTAxMDE4ODQxMy41
n02750	LTE4NzI4OTYxMzMyLjU=
n02751	LTEwNDYzNzY3ODg3MDZqdW5r
n02752	NzUyMTA4MzQ4NTcxZTI=
n02753	LTQyODQyNTAyNDUyNC41
n02754	LTE4ODUzOTI2ODM1Nmp1bms=
n02755	LTYyNTUwMDkyNzAzMmp1bms=
n02756	NDc2MDM5NzE5ODk5anVuaw==
n02757	Mjg4MDkxNzQ5ODc5anVuaw==
n02758	LTM4NDE0OTgwMzQyNmp1bms=
n02759	LTkyNjUzNjg5NzIyNA==
n02760	Nzc4NzE2MjE0NjM3ZTI=
n02761	LTM4MjAwODA5NDU4MWUy
n02762	LTg2NTgzNDg2OTM3NWp1bms=
n02763	MTc4OTg4ODgyNDQyLjU=
n02764	LTQyMjA2NjI4MDk3MWUy
n02765	LTg1MjEyNzg0NDYxOGp1bms=
n02766	OTQxOTU3OTYxNzg3LjU=
n02767	NjE4Nzc3NzIyMjgzLjU=
n02768	NzY0MDEyMTYxMzkxLjU=
n02769	OTU3ODIyNzk3NzM4ZTI=
n02770	Mjc3ODcyNDg1OTM5LjU=
n02771	NzYzMDgzMDc1MTUxZTI=
n02772	OTIwOTYyODY5ODc3ZTI=
n02773	MTY4ODMyNDY1NTU0LjU=
n02774	NjUzMTI3NDAyNzg1anVuaw==
n02775	LTY2ODg4NzY0Mzc3MmUy
n02776	LTE4ODgxMTk1MDM4MS41
n02777	NjEzMTgyMDA5MTQzZTI=
n02778	LTIxMzc5Mzg3NjE2My41
n02779	OTU3Mjc4NjY2MzUxanVuaw==
n02780	LTI0NjY2NDQ5MjgyMQ==
n02781	LTY3MDIzNjQ5NDcyMg==
n02782	LTU3NzM1ODk2NzYzNWUy
n02783	LTM3NjkxNzYxMTM0NS41
n02784	LTYzNDA0MjAwMTAxMS41
n02785	NjAyMzMyNzY5MTkyZTI=
n02786	ODk4MzE4MDM4Mjgw
n02787	MTA2NzgzNjU1NDEwNmp1bms=
n02788	LTg5NTQ0NTQ3ODQ0MA==
n02789	LTI5MDIzMjI4NjgwMmUy
n02790	NzUxNDQwOTc5MzFqdW5r
n02791	OTk1ODk5NTI5MjM3anVuaw==
n02792	MjgwMTU3NTcyNzM0ZTI=
n02793	LTM0MjU1Mjc3MzUxMC41
n02794	MTAwNDYwNDM2MTUwMmUy
n02795	LTcyMzY4OTAwMDUwOS41
n02796	LTg0NDQ4NjY5NDEwNi41
n02797	ODE1MjY4OTM0MTI4anVuaw==
n02798	LTIyNTY2Mjg4MjMzNGp1bms=
n02799	LTQ1NjU5NTMyMzkzLjU=
n02800	OTE5MjE0NDI0NjE0LjU=
n02801	LTE0NzQ3Nzg4NTEwNWUy
n02802	NDA5NTYzMTU4NDA0
n02803	NzgzNjYwOTg4NzlqdW5r
n02804	LTE2NDA2OTMxNTAwNQ==
n02805	LTY5NDQyNzk1MzE5
n02806	NjgzNjEzNTU1NDU4ZTI=
n02807	LTEwODgwNTE2OTkyODc=
n02808	OTU2NzgzNTc1MjEzZTI=
n02809	NDQwMjc1NDYyOTdqdW5r
n02810	MTAzMDEwNzgxNTk3Nw==
n02811	LTkyMDk0NDYwMjE2OS41
n02812	LTkwOTkxNzEwMjEyZTI=
n02813	LTk5MTU5NTgyMDI5NWp1bms=
n02814	LTIzMTIwNjIxMDU3OS41
n02815	NzE1NjcwNzAyNzgz
n02816	NzkzMjcwMTQ4OTc4
n02817	LTEwNjk3MzE3NTM2MzMuNQ==
n02818	LTQ3MzE0NTYwNjc0
n02819	ODY1Mzc3Mjg2MDQzLjU=
n02820	NzY3NzIyODA0ODQwanVuaw==
n02821	OTYzMTA1ODExOTUx
n02822	LTQ2NTU0NDc5NTIyMGp1bms=
n02823	LTY4ODM2MjkwNTMzNy41
n02824	LTgyMzYyMzMzNzMxNy41
n02825	LTYzOTEzOTc2ODgzNS41
n02826	NzcwMjU1NzM2OTI0anVuaw==
n02827	LTcxNDQ2ODE2MDExMmUy
n02828	LTc3OTQzMTg0NTkwM2p1bms=
n02829	LTY1OTYxMjQxOTg5Ny41
n02830	NzM4MzAzODg2NTAy
n02831	LTE2ODI0ODA0NTI5MQ==
n02832	LTg3MTU1Nzk2ODE5MWUy
n02833	LTk2NzI1MDcxMjQ0MWp1bms=
n02834	LTc3Nzk4NjMxNDIyanVuaw==
n02835	NjgwNDc3MDE5NjAyanVuaw==
n02836	LTY2NjExMDM1MDM2MWp1bms=
n02837	LTkzODE2MjMyMDU0Mi41
n02838	OTY2MzIyNjgxMjkzanVuaw==
n02839	MTA3NjM4NTkxMTMwMw==
n02840	MTA1NDU2ODEzMTk4Nmp1bms=
n02841	NTUyOTg5MzQ3Nzky
n02842	LTEwMTYyNDY0ODgxMDA=
n02843	LTM4MjgxOTQwMzg5NWp1bms=
n02844	NTI1NTk1NzUzMjY3LjU=
n02845	ODc4OTIxNjk1NDYyZTI=
n02846	MjY5MjIwNjQ2MTk5
n02847	LTUwNjc1MjYzOTM0MGUy
n02848	LTQ4OTIzMjc0OTUyLjU=
n02849	LTk1MzY1MTQ5MzE1MWUy
n02850	ODU4NTk4NTI3MjI1ZTI=
n02851	LTkzNzQ2NDU0ODkzOGp1bms=
n02852	ODIxNzk3NDA5NzAyZTI=
n02853	LTI2MTY2NTgwMTg1Mmp1bms=
n02854	LTExODUyMzk1NDY5OGUy
n02855	LTE3MTU5MjMxMTM3OQ==
n02856	LTEyMDAzNDI0OTkzN2Uy
n02857	LTgzNTY1Mzg4MDkwOGp1bms=
n02858	LTc3NDI1NzU5NTE3OGp1bms=
n02859	OTcyNDg4NTYwMzhlMg==
n02860	LTE2NzU3NDY1ODMyMS41
n02861	LTkyNDcyODU2MTk5MGp1bms=
n02862	LTkyMDU5MTc0NDY5Mg==
n02863	ODUxMjAyODI2ODQ2ZTI=
n02864	Njk0MDcxMzY1OTg=
n02865	NjY2OTk4NjQ4OTQ1
n02866	OTQwOTAyNDg4NjgxanVuaw==
n02867	ODk2OTIyMTkwMThqdW5r
n02868	LTE5MTA3MDQ1Njc3OWp1bms=
n02869	MTA3OTkxNzkzODcxMS41
n02870	LTM2NjI2NDEwNjYzMy41
n02871	LTk4OTA1OTQ4MzgyMA==
n02872	LTYxNTU2NjcxMjcwNGUy
n02873	LTE1ODE3MzY0MTQ4NWUy
n02874	LTEwODUzMjIzMzQxNC41
n02875	MTAyNjIwMzg3NjE2MWp1bms=
n02876	LTc3MTYyNzY2NDA0anVuaw==
n02877	LTEwOTUzMzQ4NjIzMzFqdW5r
n02878	LTg4OTQ2MTYwOTA4Mg==
n02879	MzUxNDc5MzExNTAz
n02880	LTU0NzY4Mzg5Nzg4MWp1bms=
n02881	LTgwODgyMzMwODE5LjU=
n02882	LTEwNTE2MzI2NDQ1MDYuNQ==
n02883	LTIyNDA5NTg2NjgwNmUy
n02884	LTYzOTQ4MzYyMzgw
n02885	MTUyNDIxMDUxNzA4
n02886	NDU3MjMzNDE1Mjcw
n02887	LTM5MDcwNzQwODE5MmUy
n02888	NTA2NjkwODQ5ODgy
n02889	LTYyODgxNTI4OTgzNi41
n02890	LTE5MjY0OTc4OTcyOC41
n02891	NzQzMzQyNzExNTM2
n02892	LTM2NjAzNTUyODc5
n02893	LTI5MTg3ODMzMjI2anVuaw==
n02894	ODQ0OTc4MDQ2MzY2
n02895	MTA3Nzk3NDIxNjE1Mg==
n02896	LTkwMjg4NTY3OTEzNGUy
n02897	NzM1MTA1NzI5ODUy
n02898	MjE0NTY0ODQzNjgzanVuaw==
n02899	OTM4OTA2MzQyMTk5anVuaw==
n02900	NTM0Mjg2NzkzNDM1
n02901	MTAxNjk4NDQ1MzA0My41
n02902	LTEwNTY2MTgxNzc0MDVqdW5r
n02903	LTEzNzIzODM5OTEwOC41
n02904	ODM0NDgyOTA5OTIx
n02905	LTY0MjM3NzY3OTgxMmUy
n02906	MTA5MzQyNzExODEwNmp1bms=
n02907	MjEwNTQ1NTI1NDc1ZTI=
n02908	LTUzODg4MTQyNzgxOS41
n02909	LTEyMzIxMzYzOTU2OGUy
n02910	LTQ0OTY2MjgxMjM0Mmp1bms=
n02911	ODkxODI1MDY1MDguNQ==
n02912	LTU3NTYwMzE3MDk3OGp1bms=
n02913	LTMxNzkxMzM1MjMwMGp1bms=
n02914	LTQ4OTc3MjMwMzM1Ni41
n02915	LTYwNTIzODY3MTQ4M2p1bms=
n02916	MTM2OTQzOTI5NzYzZTI=
n02917	LTM5Mjc1NjkxOTIyNmUy
n02918	NTU3MDUyODg1MjdqdW5r
n02919	LTYzOTU5NDA4NzI4NmUy
n02920	LTEwOTM2Njg5ODkwOTdqdW5r
n02921	OTcyNjQxOTgyMTUz
n02922	LTEwOTc0NjY0NjE0NTYuNQ==
n02923	LTE5MTAzNTE5NDQ5MC41
n02924	ODg5NjY1NjAxMzY5ZTI=
n02925	LTU1Mjc3MTM4NTI3Mw==
n02926	NzM3MjgyMjM2MTI2anVuaw==
n02927	LTg4MDc3NjEzMDc3OGp1bms=
n02928	Nzg5NTQ0MTM4NDUuNQ==
n02929	LTM3MTAzODkzNTYxLjU=
n02930	LTEwNjAwOTA0MjIzMi41
n02931	NTk3MjYyMTM5NDk0ZTI=
n02932	NTM1NTk5OTQyOTYxanVuaw==
n02933	LTMzMzEyMDcyNDM1NWp1bms=
n02934	LTY2NTYyMzg2MzA1OQ==
n02935	LTI0ODg2ODU2NjgzLjU=
n02936	LTUxOTU1NTY3MTA0NmUy
n02937	LTE5Mzg3OTM0NzkyNWUy
n02938	NzI1OTk0NjU3MDMzLjU=
n02939	MTc4NjgyMTQ1MTczanVuaw==
n02940	LTI3NjYxODI1MTYyOGUy
n02941	NTk3NTYzOTAzMDU4LjU=
n02942	LTI1MzAxMjAzNDA2MGp1bms=
n02943	MTAxNDUyMzU3NjE1NWUy
n02944	NTkwNDgzNjEyMzEz
n02945	MzEyOTg2MzQwOTczZTI=
n02946	MTE3MzAyNDQ4NDI5
n02947	NjgxMDM5NzQ1ODcz
n02948	NjMxNjk2MDk5MjcxanVuaw==
n02949	LTY1MTI4NjYyNzI3NA==
n02950	ODIwNDI2Mjg3Nzg0
n02951	LTY4NDU2MTMwNDgwOGUy
n02952	Njc2ODQyNDI4MDI2anVuaw==
n02953	LTYxMzI3OTA4OTQ1OWUy
n02954	LTkzNDE3OTYyMTQ3Nmp1bms=
n02955	MjAwMTA0OTc2NTk3anVuaw==
n02956	NTEzNzI5MzA5MDM3
n02957	OTQ5ODEyNDAzNzgz
n02958	LTgxMDA4NzYwMzUyN2p1bms=
n02959	LTk0Mjc2MzUxNzg3NS41
n02960	MzYyMTc5MDk1ODY0ZTI=
n02961	NzI3ODE1MTM2NDY2LjU=
n02962	OTU1NDYwMDE2MTYy
n02963	MTIyOTIyNTc1MTY5
n02964	OTA2Nzc4NzY4NjkuNQ==
n02965	LTc5MDk2NDkyNTQ5ZTI=
n02966	MTA5Njk0MjA4MjE1NWp1bms=
n02967	MjEwMDcxMjE5OTU0ZTI=
n02968	NjU1MzA1Mjc2NzEwLjU=
n02969	OTc4NjA1MzEwMDYz
n02970	LTY5MzU1NzUzMDI5OGp1bms=
n02971	NTc0NDQwNTc5NjA3LjU=
n02972	LTQ3MjI0NjIyNjg5NWp1bms=
n02973	LTg4MDM0NDczMjIzZTI=
n02974	MTAwNjk2MzI3MjU0NGUy
n02975	MzAzODE4MjU0Nzk1ZTI=
n02976	LTI5NzM3NzU5ODA2MWp1bms=
n02977	MzA5NTY4Mzg5MTgxanVuaw==
n02978	NDA4MjI3ODM3MTE4LjU=
n02979	LTExODY0MjY2NzU5Ny41
n02980	LTEwNzgzMTYwNDM0MTM=
n02981	NzIyMzA0NzI4NjA2
n02982	LTU3MjMzNjcxODc3MQ==
n02983	MTA2ODc1NjIzMDI0Nw==
n02984	OTY3MjY3NDA4ODkxZTI=
n02985	MTA4MTczMzYwNjY0MS41
n02986	MjMzNDMxODAyNjEyanVuaw==
n02987	LTMzMTAxODY4ODU0MA==
n02988	NDk0MzE4NzI3Mzg0LjU=
n02989	LTQ0NzQ0NzYxODc4MC41
n02990	MzkwNjc5NDc0MDQ1anVuaw==
n02991	LTIyNDkyMzUxMDY3NmUy
n02992	OTEyODc4NzA1OTIw
n02993	LTY0NDY1MDIzMDUzN2Uy
n02994	OTEyNzg5OTUwNjU3anVuaw==
n02995	LTE1MzExOTU1NjI5OWUy
n02996	MjUzMDYzMjc4MjMzZTI=
n02997	LTg0OTc0MDc5MjYzOWUy
n02998	MjAxNzU2OTAxNzU1anVuaw==
n02999	NDQ5MzI0ODI2NDc4anVuaw==
n03000	LTM0NjgzOTQ5MTQ2M2p1bms=
n03001	LTEwNTU1Nzg3MzQ5ODM=
n03002	LTg2MTU0NjYyMTMyMi41
n03003	OTQ0NzczNzA3NDAyanVuaw==
n03004	LTU4NzkxNDgxNzU5My41
n03005	LTk5ODQ0NDQ5NzE3OQ==
n03006	LTc1NjI2MTQ2NzYuNQ==
n03007	OTM2MDQxMTI5MTY5LjU=
n03008	MTI1NzEzMjg4OTk=
n03009	NzI5Mzg4OTUyOTM2LjU=
n03010	NDU1MjUxNTYwMDY2
n03011	LTgxOTU2NDg0MDM2Ng==
n03012	NjM3MDk4NDAzMDA3LjU=
n03013	NjcwNjIwNzYzODJqdW5r
n03014	NjkwMTQyMzM4NTM2
n03015	MzQxNTI0MTA2NjU5LjU=
n03016	LTE0NzMyOTMyNTA4OC41
n03017	NjQ1MDcwMjQxMjE5LjU=
n03018	LTg0MzE5NzUzOTQwM2p1bms=
n03019	LTM1MjAyNTQ0NjE3NGp1bms=
n03020	LTUxMTEyNjE0MDU4M2p1bms=
n03021	NDkwNDM0NjEyMjI1LjU=
n03022	NDc4OTg2NDkyMTcyNjUxNjY1MDI1OTAzOTgwNzA3ODQ=
n03023	NDc4OTg2NDkyMTcyNjUxNjY1MDI1OTAzOTgwNzA3ODQuMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDQ4MzU3MDMyNzg0NTg1MTY2OTg4MjQ3MDQ=
n03024	NDc4OTg2NDkyMTcyNjUxNjY1MDI1OTAzOTgwNzA3ODMuOTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTUxNjQyOTY3MjE1NDE0ODMzMDExNzUyOTY=
n03025	ODY2MjE2NDA3NTc2OTMzMDcxNTg1Mjgw
n03026	ODY2MjE2NDA3NTc2OTMzMDcxNTg1MjgwLjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDcyMDU3NTk0MDM3OTI3OTM2
n03027	ODY2MjE2NDA3NTc2OTMzMDcxNTg1Mjc5Ljk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTI3OTQyNDA1OTYyMDcyMDY0
n03028	MzgxNTMyNDcwNDM2ODIxNTgzNzU2MzQxODE4Nzc2NDA3MjQ0ODA=
n03029	MzgxNTMyNDcwNDM2ODIxNTgzNzU2MzQxODE4Nzc2NDA3MjQ0ODAuMDAwMDAwMDAwMDAwMDAwMDAwMDI1MzUzMDEyMDA0NTY0NTg4MDI5OTM0MDY0MTA3NTI=
n03030	MzgxNTMyNDcwNDM2ODIxNTgzNzU2MzQxODE4Nzc2NDA3MjQ0NzkuOTk5OTk5OTk5OTk5OTk5OTk5OTc0NjQ2OTg3OTk1NDM1NDExOTcwMDY1OTM1ODkyNDg=
n03031	NjE4NDg3NTc3Ng==
n03032	NjE4NDg3NTc3Ni4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDUxMg==
n03033	NjE4NDg3NTc3NS45OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTQ4OA==
n03034	MzU0NDU3Nzg0MzI=
n03035	MzU0NDU3Nzg0MzIuMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDQwOTY=
n03036	MzU0NDU3Nzg0MzEuOTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTU5MDQ=
n03037	MTE3NTMyODE4ODE4NjUwMzQxMzc2
n03038	MTE3NTMyODE4ODE4NjUwMzQxMzc2LjAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA4Nzk2MDkzMDIyMjA4
n03039	MTE3NTMyODE4ODE4NjUwMzQxMzc1Ljk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTkxMjAzOTA2OTc3Nzky
n03040	MTA5OTIzNjMwMzE5MjQ1NzIxNg==
n03041	MTA5OTIzNjMwMzE5MjQ1NzIxNi4wMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDAwMDA2ODcxOTQ3NjczNg==
n03042	MTA5OTIzNjMwMzE5MjQ1NzIxNS45OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTk5OTkzMTI4MDUyMzI2NA==
n03043	MS41MTEyMDU0MjI0MjA4OTMwMjEyMzMzODAxMTE2NjU0NTA4MDY3NjgyNjI3MzcwMjMxNzg0ODgwMTYxMjg1NDAwMzkwNjI1RS0yMA==
